what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.http.registry,1.1.100.v20110502,"org.eclipse.equinox.http.registry",1407583592489
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583592600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583592606
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583592891
started,bundle,org.eclipse.equinox.jsp.jasper.registry,1.0.200.v20100503,"org.eclipse.equinox.jsp.jasper.registry",1407583594107
started,bundle,org.eclipse.equinox.jsp.jasper,1.0.300.v20110502,"org.eclipse.equinox.jsp.jasper",1407583594108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583594975
started,bundle,org.eclipse.help.webapp,3.6.1.r37_20110929,"org.eclipse.help.webapp",1407583595737
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1407583601081
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1407583601119
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583603074
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1407583604740
started,bundle,com.android.ide.eclipse.ndk,23.0.3.1327240,"com.android.ide.eclipse.ndk",1407583604818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583606149
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1407583609779
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1407583609785
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583610361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583610405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583610412
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1407583612449
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1407583612492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583629612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583643202
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583655109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1407583655118
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1407583658451
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1407583658456
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583660711
error,log,,,"Exception occurred while saving project preferences: /anko/.settings/org.eclipse.jdt.core.prefs.",1407583676893
error,log,,,"Exception occurred while saving project preferences: /anko/.settings/org.eclipse.jdt.core.prefs.",1407583676895
error,log,,,"Exception occurred while saving project preferences: /anko/.settings/org.eclipse.jdt.core.prefs.",1407583676897
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583677048
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1407583677067
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1407583677067
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1407583677170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583683168
error,log,,,"Failed to load properties file for project 'SplashActivity'",1407583697146
error,log,,,"Failed to load properties file for project 'SplashActivity'",1407583697147
error,log,,,"Failed to load properties file for project 'SplashActivity'",1407583697148
error,log,,,"Failed to load properties file for project 'SplashActivity'",1407583697159
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1407583697344
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1407583700417
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1407583700453
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1407583700454
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1407583700454
error,log,,,"Exception occurred while saving project preferences: /SplashActivity/.settings/org.eclipse.jdt.core.prefs.",1407583706173
error,log,,,"Exception occurred while saving project preferences: /SplashActivity/.settings/org.eclipse.jdt.core.prefs.",1407583706174
error,log,,,"Exception occurred while saving project preferences: /SplashActivity/.settings/org.eclipse.jdt.core.prefs.",1407583706176
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583706267
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1407583706637
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1407583706637
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1407583717556
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1407583717683
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1407583717691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583718758
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1407583732081
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1407583732189
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583737296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1407583737320
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1407583738522
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1407583741586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583743380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583746527
started,bundle,com.android.ide.eclipse.ddms,23.0.3.1327240,"com.android.ide.eclipse.ddms",1407583752060
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1407583752154
started,bundle,com.android.ide.eclipse.traceview,23.0.3.1327240,"com.android.ide.eclipse.traceview",1407583758201
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583767493
opened,view,com.android.ide.eclipse.ddms,23.0.3.1327240,"com.android.ide.eclipse.ddms.views.LogCatView",1407583825723
activated,view,com.android.ide.eclipse.ddms,23.0.3.1327240,"com.android.ide.eclipse.ddms.views.LogCatView",1407583825758
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583842543
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1407583842556
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1407583847010
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583848561
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583850362
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583851776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583860896
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407583862128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407584009052
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407584010046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407584012827
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407584016957
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407584026314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407584026825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407593310985
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407593313911
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407600507766
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1407600509630
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1407600510687
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1407600510687
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1407600510688
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1407600510688
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1407600510688
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1407600510688
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1407600510688
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1407600510688
stopped,bundle,com.android.ide.eclipse.ndk,23.0.3.1327240,"com.android.ide.eclipse.ndk",1407600510688
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,23.0.3.1327240,"overlay.com.android.ide.eclipse.adt.overlay",1407600510688
stopped,bundle,com.android.ide.eclipse.adt,23.0.3.1327240,"com.android.ide.eclipse.adt",1407600510688
stopped,bundle,org.eclipse.cdt,8.0.2.201202111925,"org.eclipse.cdt",1407600510688
stopped,bundle,org.eclipse.cdt.doc.user,5.1.1.201202111925,"org.eclipse.cdt.doc.user",1407600510688
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1407600510688
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1407600510688
stopped,bundle,org.eclipse.help.webapp,3.6.1.r37_20110929,"org.eclipse.help.webapp",1407600510688
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1407600510688
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1407600510689
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1407600510689
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1407600510689
stopped,bundle,org.eclipse.help.base,3.6.2.v201202080800,"org.eclipse.help.base",1407600510795
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1407600510796
stopped,bundle,org.eclipse.m2e.core.ui,1.0.200.20111228-1245,"org.eclipse.m2e.core.ui",1407600510796
stopped,bundle,org.eclipse.m2e.core,1.0.200.20111228-1245,"org.eclipse.m2e.core",1407600510796
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1407600510796
stopped,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1407600510796
stopped,bundle,org.eclipse.ant.launching,1.0.101.v20120110-1739,"org.eclipse.ant.launching",1407600510796
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1407600510796
stopped,bundle,org.eclipse.egit.mylyn.ui,1.3.0.201202151440-r,"org.eclipse.egit.mylyn.ui",1407600510796
stopped,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1407600510798
stopped,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1407600510799
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1407600510799
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1407600510799
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1407600510799
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1407600510799
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1407600510800
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1407600510800
stopped,bundle,org.eclipse.wb.swing.databinding,1.3.0.r37x201202021417,"org.eclipse.wb.swing.databinding",1407600510800
stopped,bundle,org.eclipse.wb.core.databinding,1.3.0.r37x201202052311,"org.eclipse.wb.core.databinding",1407600510800
stopped,bundle,org.eclipse.wb.swing.FormLayout,1.3.0.r37x201202021417,"org.eclipse.wb.swing.FormLayout",1407600510800
stopped,bundle,org.eclipse.wb.swing.MigLayout,1.3.0.r37x201202021417,"org.eclipse.wb.swing.MigLayout",1407600510800
stopped,bundle,org.eclipse.wb.swing.java6,1.3.0.r37x201202021417,"org.eclipse.wb.swing.java6",1407600510800
stopped,bundle,org.eclipse.wb.swing.jsr296,1.3.0.r37x201202021417,"org.eclipse.wb.swing.jsr296",1407600510800
stopped,bundle,org.eclipse.wb.swing,1.3.0.r37x201202021417,"org.eclipse.wb.swing",1407600510800
stopped,bundle,org.eclipse.wb.core.ui,1.3.0.r37x201202052340,"org.eclipse.wb.core.ui",1407600510800
stopped,bundle,org.eclipse.wb.layout.group,1.3.0.r37x201202060028,"org.eclipse.wb.layout.group",1407600510800
stopped,bundle,org.eclipse.wb.os.win32,1.3.0.r37x201202052311,"org.eclipse.wb.os.win32",1407600510800
stopped,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1407600510800
stopped,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1407600510825
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1407600510825
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.404.v201105050216,"org.eclipse.wst.xsd.ui",1407600510825
stopped,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1407600510825
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1407600510826
stopped,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1407600510826
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1407600510826
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1407600510826
stopped,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1407600510826
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1407600510826
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1407600510826
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1407600510826
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1407600510826
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1407600510827
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1407600510827
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1407600510827
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1407600510827
stopped,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1407600510828
stopped,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1407600510856
stopped,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1407600510898
stopped,bundle,org.eclipse.mylyn.commons.team,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.team",1407600510898
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1407600510898
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1407600510898
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1407600510898
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1407600510899
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1407600510899
stopped,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1407600510899
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1407600510899
stopped,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1407600510899
stopped,bundle,org.eclipse.mylyn.help.ui,3.6.1.v20110830-0100,"org.eclipse.mylyn.help.ui",1407600510899
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.6.1.v20110825-0100,"org.eclipse.mylyn.tasks.bugs",1407600510899
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1407600510899
stopped,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1407600510899
stopped,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1407600510900
stopped,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1407600510900
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1407600510901
stopped,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1407600510937
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.ui",1407600510937
stopped,bundle,com.android.ide.eclipse.gldebugger,23.0.3.1327240,"com.android.ide.eclipse.gldebugger",1407600510937
stopped,bundle,com.android.ide.eclipse.hierarchyviewer,23.0.3.1327240,"com.android.ide.eclipse.hierarchyviewer",1407600510937
stopped,bundle,com.android.ide.eclipse.traceview,23.0.3.1327240,"com.android.ide.eclipse.traceview",1407600510937
stopped,bundle,com.android.ide.eclipse.ddms,23.0.3.1327240,"com.android.ide.eclipse.ddms",1407600510938
stopped,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1407600510939
stopped,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1407600510939
stopped,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1407600510940
stopped,bundle,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets",1407600510940
