what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419652099954
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419652101342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419652104805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419652106880
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419652106927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419652106942
error,log,,,"Unknown exception in parseSdkContent.",1419652120312
error,log,,,"parseSdkContent failed",1419652120312
error,log,,,"activity_main.xml: Could not initialize class android.graphics.Typeface",1419652121045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419652466710
activated,editor,com.android.ide.eclipse.adt,23.0.3.1327240,"com.android.ide.eclipse.editors.CommonXmlEditor",1419652467958
started,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1419652476710
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1419652480719
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1419652482997
activated,view,com.android.ide.eclipse.ddms,23.0.3.1327240,"com.android.ide.eclipse.ddms.views.LogCatView",1419652484728
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1419652486366
activated,editor,com.android.ide.eclipse.adt,23.0.3.1327240,"com.android.ide.eclipse.editors.CommonXmlEditor",1419652497739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419652504993
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419652834563
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419652837393
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419653113114
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419653115965
error,log,,,"Unknown exception in parseSdkContent.",1419653116212
error,log,,,"parseSdkContent failed",1419653116215
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419653119014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419653120692
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419653127132
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1419653128405
